id,CH4_x,CH4_y,CH3O2NO2_x,CH3O2NO2_y,H2_x,H2_y,N2O5_x,N2O5_y,H2O2_x,H2O2_y,CH3OH_x,CH3OH_y,HONO_x,HONO_y,CO_x,CO_y,HO2NO2_x,HO2NO2_y,CH3O_x,CH3O_y,CH3NO3_x,CH3NO3_y,HNO3_x,HNO3_y,CH3OOH_x,CH3OOH_y,HCHO_x,HCHO_y,CH3O2_x,CH3O2_y,NO3_x,NO3_y,OH_x,OH_y,NO2_x,NO2_y,NO_x,NO_y,O3_x,O3_y,HO2_x,HO2_y,
#10,479.0723064121454,424.09474221975614,549.7026395922309,193.73122559914134,434.6804373310821,498.3826743251029,552.3336256853555,436.51416143663084,501.4969848088061,394.58172046269357,426.5543998634796,329.068896888772,342.00667480687537,222.6981196083563,424.3211614137328,423.77379567342103,574.6720904929557,276.2879822297997,327.99117899629886,352.3703214165472,381.3552167013345,258.60813592101687,268.1671270180897,310.36284040612355,395.0973778504457,336.98015690557725,398.8884667631781,291.0203773918768,448.11361590118446,311.35935360248214,338,449,361.7570254546776,323.4871557808149,431,240,295,267,523.542253534863,349.333068558193,447.8105489509762,365.5803395682111,
#11,445.65673698925656,464.99893235978294,303.66836112890195,290.2695758373363,541.2449485964339,478.01772419452266,203.99813044963528,274.5576835372201,496.60542036885175,426.0093297964721,418.84300019289014,368.0470571850776,346.7401285091048,212.08871888742212,477.4281705457787,323.87898690084876,309.31222946659796,373.7313251983579,316.60470638481814,354.92940914153695,387.72963051238645,283.84729986001486,265.93407056566826,315.81856386703004,412.6800474724852,317.26664927219156,384.44978619228567,341.87340602777454,439.31390527744026,347.4676051977759,338,449,369.2775443384579,308.43736140213946,431,240,295,267,524.8022892554803,339.6335741281572,449.4544350179659,384.8741958704327,
#12,539.8520332114866,421.54821506627326,308.136972899326,299.5496083847084,605.0278713409865,339.239822137417,203.96470070441018,277.13060695763113,534.6915101855532,313.8782257436445,444.37852858011684,366.1054478591939,350.706584572157,241.70904153613645,415.67820011337284,278.0689499002594,332.9462236585363,378.50895306357734,342.425924275831,332.8327557254413,392.0725214901497,302.6335926266645,275.85519833874946,317.69583222979423,408.9496290051871,349.03224421886716,403.8322976154359,384.9456504373087,453.08087388733526,343.80039432286355,338,449,370.0715880219227,343.42473305037817,431,240,295,267,486.01090362842166,426.03660402858736,476.4885725035221,336.38324357319635,
#13,329.9717378971742,143.99595636331767,404.2357464416451,112.62222955769441,200.44160995349765,219.5162774674174,195.92520641602482,302.44973155026577,272.1899382649855,231.86082623708168,363.5577613259532,281.27527159361557,348.3606853934918,307.48018799705693,285.80263387347964,352.5573096213645,434.79154777398753,391.33728116743,314.8681539051008,364.8849414336513,386.50044260155573,245.49010183695495,488.3495399900111,393.7417484992411,375.20083955649505,314.6693513747493,407.25121143687113,293.64041586811993,348.172541374667,256.3495677404893,338,449,395.44865362033386,346.9806050889593,431,240,295,267,251.12496376754433,330.0051538641469,319.9993995851096,277.4210533081127,
#14,194.69834318870394,310.35905695891915,315.0823078286234,159.18687930078383,226.67310296122488,359.00501459745635,550.8977528561012,428.8458189916517,331.13287240878105,219.2762592442459,330.82370065855605,331.90675400242645,370.9793136187624,279.335915118473,433.67230391710984,307.49437721229424,464.6977093707682,388.1328219275541,409.11292038733563,345.01772284150144,368.1238012412823,299.9796467266935,277.17326126623897,293.24674253688073,353.9091316638825,351.0438474758113,330.8524521239389,376.46874873511103,312.9823358032397,312.52350853936235,338,449,387.9808721679605,366.2471457471348,431,240,295,267,490.83053575895883,350.3628867049841,339.99241269187615,284.57561349473434,
#15,453.3467480028704,468.45994029082027,297.17877091543545,287.86494518120867,586.197767533521,337.5036896867235,203.90098513038888,278.9036287941188,514.3186639164337,311.5236543619346,419.0324592770156,367.4118855496846,346.7693408552105,231.442394630414,406.92264799112934,276.9372796239296,296.3127215765867,323.78398558541426,317.6160634508134,345.9360531413578,383.17472917341564,301.77081970896614,483.20598699368634,379.8209305810116,388.11165698966386,348.98243101644806,379.30542992607855,384.2754885085964,433.2294337463186,351.1566743413628,338,449,352.3920947988868,336.75146479006526,431,240,295,267,488.3251378717133,418.1823937929658,455.94795217995465,337.8813345606104,
#16,222.3822149860256,237.33494688430466,341.65664659787524,130.89792643294194,381.2613327454334,505.62128389884396,549.4709703612912,434.00667295205335,398.6074443852696,435.8184421890004,369.271171867458,320.9174812819351,354.86801082164055,218.49398450644821,462.3269090866741,395.8921240171437,546.2744264542577,326.0798844679215,282.02374763243705,361.3534661888671,371.37833455547474,239.68148073685438,283.6671311236874,323.67950130170027,383.30016564005604,317.64266647276094,378.27836686134356,279.9391560451482,331.3090887797783,277.3590968633376,338,449,415.358269167781,308.6142995329095,431,240,295,267,510.8806097039796,382.9099975967965,393.25693452653684,373.8853406741252,
#17,238.15126436431876,393.2098848195537,330.2334502153077,148.1241100839674,225.14166636582974,197.96284071854657,550.6086842078261,427.3698571699879,313.55441198336587,213.2206229629981,336.54677774767816,320.27893872467837,366.1951175068076,268.4084628586173,434.7920388204964,299.25519577696576,444.00586338654733,388.209139218911,249.51625771619558,361.9125455095667,374.6626877039387,290.45183411624305,484.05296959670403,389.0123756709013,368.48021170200246,329.6630693197871,346.133660286758,361.25014909443684,320.46552715074796,302.08095210447595,338,449,391.0176398191042,356.3747153601043,431,240,295,267,251.54128141858902,310.7799078659732,333.1513119076625,274.7742784701779,
#18,420.21696434902924,171.73632857984768,384.05418804635354,113.15600812096797,181.09509803163053,272.6712805538277,199.28776841426824,310.38303465638376,256.5746183487021,340.29459309422066,356.9761471851636,290.4881845020507,347.2667400922813,317.99539800063695,295.2021744872557,369.00857610319935,308.9504302635605,148.33893771322332,362.3172589083803,370.2372503863726,382.8877566200143,241.59214310325115,484.9749954842419,395.42628791022616,378.25249491881584,314.81975128270767,406.4734012030182,285.94906807745696,347.13075334289937,260.72016801549455,338,449,405.53657319028827,339.2090516710756,431,240,295,267,281.31265615340135,233.9233799457912,311.3880759699152,303.743526105867,
#19,282.97355416183933,436.14161334873467,304.8308894420455,182.4260413839537,374.65663792453955,167.35429303101412,201.84927395637996,273.26935723982444,297.9757430145585,340.32883539574107,363.08837600216526,343.73899449881213,371.0867339146671,283.6068219842015,439.65494706632,293.0618894519429,502.4297972705024,361.5790321108853,259.25174337682205,370.6584587227654,385.9134924904439,298.5435276021369,299.5681103783263,302.18895891685895,395.75901128895566,344.2210671129173,378.21131878720126,382.4187752713375,343.6733656430545,331.6844832966448,338,449,420.86495802764705,362.29934637923026,431,240,295,267,261.4961398813255,310.2239748391558,346.09517686940336,296.2334975473272,
#20,400.7030096631611,442.36716480158924,305.54674580811024,185.19683468696363,272.2671165247525,412.77203254385245,201.0664882928659,274.0626184441712,290.97679774780124,329.41397599046394,367.0075703421414,340.5871798769552,371.3339774025046,283.17588771434373,439.31513171873735,288.7737080224311,344.79950063125926,130.263766863643,261.8216315892255,369.12940773697113,387.3411278747615,296.5558333031957,301.77853472703436,302.79105101994236,401.0973151248753,337.23501463526355,383.7392761307004,378.527492433581,346.90281283538826,333.3149757777157,338,449,424.6047274561822,358.70936199497197,431,240,295,267,262.2140275809412,306.23521003751426,345.1790374660102,294.4956877242743,
